geopoint,Daylight_savings_time_flag,Timezone,Longitude,Latitude,State,City,Zip
"32.7409,-117.24434",1,-8,-117.24434,32.7409,CA,San Diego,92107
"32.7736,-117.13785",1,-8,-117.13785,32.7736,CA,San Diego,92108
"32.791246,-117.24343",1,-8,-117.24343,32.791246,CA,San Diego,92109
"32.766482,-117.20077",1,-8,-117.20077,32.766482,CA,San Diego,92110
"32.804972,-117.16871",1,-8,-117.16871,32.804972,CA,San Diego,92111
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92112
"32.697402,-117.12001",1,-8,-117.12001,32.697402,CA,San Diego,92113
"32.706954,-117.0542",1,-8,-117.0542,32.706954,CA,San Diego,92114
"32.7603,-117.07031",1,-8,-117.07031,32.7603,CA,San Diego,92115
"32.76235,-117.12246",1,-8,-117.12246,32.76235,CA,San Diego,92116
"32.823865,-117.19966",1,-8,-117.19966,32.823865,CA,San Diego,92117
"32.682727,-117.17441",1,-8,-117.17441,32.682727,CA,Coronado,92118
"32.80225,-117.02431",1,-8,-117.02431,32.80225,CA,San Diego,92119
"32.794449,-117.07221",1,-8,-117.07221,32.794449,CA,San Diego,92120
"32.899996,-117.20722",1,-8,-117.20722,32.899996,CA,San Diego,92121
"32.856447,-117.21143",1,-8,-117.21143,32.856447,CA,San Diego,92122
"32.803799,-117.13595",1,-8,-117.13595,32.803799,CA,San Diego,92123
"32.822815,-117.09844",1,-8,-117.09844,32.822815,CA,San Diego,92124
"32.914346,-117.14116",1,-8,-117.14116,32.914346,CA,San Diego,92126
"33.022384,-117.10694",1,-8,-117.10694,33.022384,CA,San Diego,92127
"32.998855,-117.07054",1,-8,-117.07054,32.998855,CA,San Diego,92128
"32.961014,-117.1251",1,-8,-117.1251,32.961014,CA,San Diego,92129
"32.946776,-117.21918",1,-8,-117.21918,32.946776,CA,San Diego,92130
"32.918035,-117.08438",1,-8,-117.08438,32.918035,CA,San Diego,92131
"32.643703,-117.138414",1,-7,-117.138414,32.643703,CA,San Diego,92132
"32.733507,-117.216451",1,-8,-117.216451,32.733507,CA,San Diego,92133
"32.562106,-117.07166",1,-8,-117.07166,32.562106,CA,San Diego,92134
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92135
"32.68342,-117.121913",1,-8,-117.121913,32.68342,CA,San Diego,92136
"32.85377,-117.119744",1,-8,-117.119744,32.85377,CA,San Diego,92137
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92138
"32.677286,-117.05241",1,-8,-117.05241,32.677286,CA,San Diego,92139
"32.74344,-117.200412",1,-8,-117.200412,32.74344,CA,San Diego,92140
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92142
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Ysidro,92143
"32.889139,-117.100486",1,-8,-117.100486,32.889139,CA,San Diego,92145
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92147
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92149
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92150
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92152
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92153
"32.574398,-117.05633",1,-8,-117.05633,32.574398,CA,San Diego,92154
"32.671602,-117.165665",1,-8,-117.165665,32.671602,CA,San Diego,92155
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92158
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92159
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92160
"32.871846,-117.229119",1,-8,-117.229119,32.871846,CA,San Diego,92161
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92162
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92163
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92164
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92165
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92166
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92167
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92168
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92169
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92170
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92171
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92172
"32.556264,-117.05057",1,-8,-117.05057,32.556264,CA,San Ysidro,92173
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92174
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92175
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92176
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92177
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,Coronado,92178
"32.572602,-116.918724",1,-8,-116.918724,32.572602,CA,San Diego,92179
"32.775088,-117.076176",1,-8,-117.076176,32.775088,CA,San Diego,92182
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92184
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92186
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92187
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92190
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92191
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92192
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92193
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92194
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92195
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92196
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92197
"33.016928,-116.846046",1,-8,-116.846046,33.016928,CA,San Diego,92198
"32.751575,-117.191848",1,-8,-117.191848,32.751575,CA,San Diego,92199
"33.715271,-116.235",1,-8,-116.235,33.715271,CA,Indio,92201
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Indio,92202
"33.75307,-116.24688",1,-8,-116.24688,33.75307,CA,Indio,92203
"33.70129,-116.34148",1,-8,-116.34148,33.70129,CA,Indian Wells,92210
"33.759409,-116.32317",1,-8,-116.32317,33.759409,CA,Palm Desert,92211
"33.920803,-116.87897",1,-8,-116.87897,33.920803,CA,Banning,92220
"32.782242,-114.561905",1,-8,-114.561905,32.782242,CA,Bard,92222
"33.945265,-116.9759",1,-8,-116.9759,33.945265,CA,Beaumont,92223
"33.628333,-114.61905",1,-8,-114.61905,33.628333,CA,Blythe,92225
"33.59869,-114.652517",1,-8,-114.652517,33.59869,CA,Blythe,92226
"32.98975,-115.50475",1,-8,-115.50475,32.98975,CA,Brawley,92227
"33.911404,-116.76834",1,-8,-116.76834,33.911404,CA,Cabazon,92230
"32.683491,-115.48277",1,-8,-115.48277,32.683491,CA,Calexico,92231
"33.026203,-115.284581",1,-8,-115.284581,33.026203,CA,Calexico,92232
"33.131764,-115.51208",1,-8,-115.51208,33.131764,CA,Calipatria,92233
"33.807761,-116.46473",1,-8,-116.46473,33.807761,CA,Cathedral City,92234
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Cathedral City,92235
"33.679872,-116.17656",1,-8,-116.17656,33.679872,CA,Coachella,92236
"33.830029,-115.40124",1,-8,-115.40124,33.830029,CA,Desert Center,92239
"33.952303,-116.50804",1,-8,-116.50804,33.952303,CA,Desert Hot Springs,92240
"33.904371,-116.38634",1,-8,-116.38634,33.904371,CA,Desert Hot Springs,92241
"34.137179,-114.35823",1,-8,-114.35823,34.137179,CA,Earp,92242
"32.783359,-115.57746",1,-8,-115.57746,32.783359,CA,El Centro,92243
"32.79475,-115.692714",1,-8,-115.692714,32.79475,CA,El Centro,92244
"32.726931,-115.51245",1,-8,-115.51245,32.726931,CA,Heber,92249
"32.800259,-115.35369",1,-8,-115.35369,32.800259,CA,Holtville,92250
"32.853471,-115.58942",1,-8,-115.58942,32.853471,CA,Imperial,92251
"34.175926,-116.29137",1,-8,-116.29137,34.175926,CA,Joshua Tree,92252
"33.675373,-116.29649",1,-8,-116.29649,33.675373,CA,La Quinta,92253
"33.543836,-115.99404",1,-8,-115.99404,33.543836,CA,Mecca,92254
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Palm Desert,92255
"34.066626,-116.55951",1,-8,-116.55951,34.066626,CA,Morongo Valley,92256
"33.330929,-115.61583",1,-8,-115.61583,33.330929,CA,Niland,92257
"33.921502,-116.56703",1,-8,-116.56703,33.921502,CA,North Palm Springs,92258
"32.722049,-115.95998",1,-8,-115.95998,32.722049,CA,Ocotillo,92259
"33.715672,-116.38496",1,-8,-116.38496,33.715672,CA,Palm Desert,92260
"33.660374,-116.408249",1,-8,-116.408249,33.660374,CA,Palm Desert,92261
"33.842984,-116.54344",1,-8,-116.54344,33.842984,CA,Palm Springs,92262
"33.761076,-116.535887",1,-8,-116.535887,33.761076,CA,Palm Springs,92263
"33.798669,-116.51887",1,-8,-116.51887,33.798669,CA,Palm Springs,92264
"33.387467,-114.71352",1,-8,-114.71352,33.387467,CA,Palo Verde,92266
"34.286985,-114.17251",1,-8,-114.17251,34.286985,CA,Parker Dam,92267
"34.203249,-116.56565",1,-8,-116.56565,34.203249,CA,Pioneertown,92268
"33.762944,-116.42249",1,-8,-116.42249,33.762944,CA,Rancho Mirage,92270
"33.53163,-114.892368",1,-8,-114.892368,33.53163,CA,Rancho Mirage,92271
"32.792631,-115.69162",1,-8,-115.69162,32.792631,CA,Seeley,92273
"33.466287,-116.0688",1,-8,-116.0688,33.466287,CA,Thermal,92274
"33.289347,-115.9565",1,-8,-115.9565,33.289347,CA,Salton City,92275
"33.821318,-116.38023",1,-8,-116.38023,33.821318,CA,Thousand Palms,92276
"34.165696,-116.03343",1,-8,-116.03343,34.165696,CA,Twentynine Palms,92277
"34.360235,-116.20964",1,-8,-116.20964,34.360235,CA,Twentynine Palms,92278
"34.143497,-114.62411",1,-8,-114.62411,34.143496999999996,CA,Vidal,92280
"33.037061,-115.6194",1,-8,-115.6194,33.037061,CA,Westmorland,92281
"33.941487,-116.64506",1,-8,-116.64506,33.941487,CA,White Water,92282
"32.786759,-114.62591",1,-8,-114.62591,32.786759,CA,Winterhaven,92283
"34.161795,-116.41246",1,-8,-116.41246,34.161795,CA,Yucca Valley,92284
"34.31039,-116.45012",1,-8,-116.45012,34.31039,CA,Landers,92285
"34.180251,-116.350003",1,-8,-116.350003,34.180251,CA,Yucca Valley,92286
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Palm Springs,92292
"34.641695,-117.50803",1,-8,-117.50803,34.641695,CA,Adelanto,92301
"34.548138,-115.65796",1,-8,-115.65796,34.548138,CA,Amboy,92304
"34.172474,-116.87593",1,-8,-116.87593,34.172474,CA,Angelus Oaks,92305
"34.538622,-117.17729",1,-8,-117.17729,34.538622,CA,Apple Valley,92307
"34.447959,-117.19222",1,-8,-117.19222,34.447959,CA,Apple Valley,92308
"35.27295,-116.06504",1,-8,-116.06504,35.27295,CA,Baker,92309
"35.262763,-116.69452",1,-8,-116.69452,35.262763,CA,Fort Irwin,92310
"34.894181,-117.03636",1,-8,-117.03636,34.894181,CA,Barstow,92311
"34.201638,-116.906215",1,-8,-116.906215,34.201638,CA,Barstow,92312
"34.030714,-117.31174",1,-8,-117.31174,34.030714,CA,Grand Terrace,92313
"34.255388,-116.85442",1,-8,-116.85442,34.255388,CA,Big Bear City,92314
"34.241295,-116.90328",1,-8,-116.90328,34.241295,CA,Big Bear Lake,92315
"34.064062,-117.39432",1,-8,-117.39432,34.064062,CA,Bloomington,92316
"34.245607,-117.23",1,-8,-117.23,34.245607,CA,Blue Jay,92317
"34.048544,-117.23274",1,-8,-117.23274,34.048544,CA,Bryn Mawr,92318
"33.984551,-117.03767",1,-8,-117.03767,33.984551,CA,Calimesa,92320
"34.254199,-117.17563",1,-8,-117.17563,34.254199,CA,Cedar Glen,92321
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Cedarpines Park,92322
"35.187237,-115.39727",1,-8,-115.39727,35.187237,CA,Cima,92323
"34.061931,-117.31995",1,-8,-117.31995,34.061931,CA,Colton,92324
"34.242567,-117.28654",1,-8,-117.28654,34.242567,CA,Crestline,92325
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Crest Park,92326
"34.866837,-116.86379",1,-8,-116.86379,34.866837,CA,Daggett,92327
"35.945641,-117.20296",1,-8,-117.20296,35.945641,CA,Death Valley,92328
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Phelan,92329
"35.00224,-115.23936",1,-8,-115.23936,35.00224,CA,Essex,92332
"34.268344,-116.93842",1,-8,-116.93842,34.268344,CA,Fawnskin,92333
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Fontana,92334
"34.088911,-117.45213",1,-8,-117.45213,34.088911,CA,Fontana,92335
"34.125147,-117.45818",1,-8,-117.45818,34.125147,CA,Fontana,92336
"34.046992,-117.481",1,-8,-117.481,34.046992,CA,Fontana,92337
"34.720285,-116.1982",1,-8,-116.1982,34.720285,CA,Ludlow,92338
"34.087114,-116.923",1,-8,-116.923,34.087114,CA,Forest Falls,92339
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Hesperia,92340
"34.241477,-117.07449",1,-8,-117.07449,34.241477,CA,Green Valley Lake,92341
"34.761696,-117.33444",1,-8,-117.33444,34.761696,CA,Helendale,92342
"34.399992,-117.33999",1,-8,-117.33999,34.399992,CA,Hesperia,92345
"34.12716,-117.20073",1,-8,-117.20073,34.12716,CA,Highland,92346
"34.956205,-117.21994",1,-8,-117.21994,34.956205,CA,Hinkley,92347
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Loma Linda,92350
"34.25629,-117.19132",1,-8,-117.19132,34.25629,CA,Lake Arrowhead,92352
"34.050764,-117.25327",1,-8,-117.25327,34.050764,CA,Loma Linda,92354
"34.481229,-116.90601",1,-8,-116.90601,34.481229,CA,Lucerne Valley,92356
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Loma Linda,92357
"34.229288,-117.52082",1,-8,-117.52082,34.229288,CA,Lytle Creek,92358
"34.083512,-117.09688",1,-8,-117.09688,34.083512,CA,Mentone,92359
"34.808718,-114.62664",1,-8,-114.62664,34.808718,CA,Needles,92363
"35.46019,-115.49467",1,-8,-115.49467,35.46019,CA,Nipton,92364
"34.896333,-116.63644",1,-8,-116.63644,34.896333,CA,Newberry Springs,92365
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Mountain Pass,92366
"34.634147,-117.30614",1,-8,-117.30614,34.634147,CA,Oro Grande,92368
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Patton,92369
"34.453465,-117.53392",1,-8,-117.53392,34.453465,CA,Phelan,92371
"34.44654,-117.63411",1,-8,-117.63411,34.44654,CA,Pinon Hills,92372
"34.034714,-117.17305",1,-8,-117.17305,34.034714,CA,Redlands,92373
"34.063264,-117.16888",1,-8,-117.16888,34.063264,CA,Redlands,92374
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Redlands,92375
"34.109511,-117.37617",1,-8,-117.37617,34.109511,CA,Rialto,92376
"34.151243,-117.39873",1,-8,-117.39873,34.151243,CA,Rialto,92377
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Rimforest,92378
"34.205626,-117.10499",1,-8,-117.10499,34.205626,CA,Running Springs,92382
"35.947562,-116.27037",1,-8,-116.27037,35.947562,CA,Shoshone,92384
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Skyforest,92385
"34.244448,-116.82962",1,-8,-116.82962,34.244448,CA,Sugarloaf,92386
"35.848556,-116.22627",1,-8,-116.22627,35.848556,CA,Tecopa,92389
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Twin Peaks,92391
"34.489466,-117.35321",1,-8,-117.35321,34.489466,CA,Victorville,92392
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Victorville,92393
"34.55965,-117.35773",1,-8,-117.35773,34.55965,CA,Victorville,92394
"33.714421,-117.069361",1,-8,-117.069361,33.714421,CA,Winchester,92396
"34.35876,-117.62752",1,-8,-117.62752,34.35876,CA,Wrightwood,92397
"34.909491,-116.84058",1,-8,-116.84058,34.909491,CA,Yermo,92398
"34.033564,-117.03776",1,-8,-117.03776,34.033564,CA,Yucaipa,92399
"34.105079,-117.29075",1,-8,-117.29075,34.105079,CA,San Bernardino,92401
"34.21392,-117.127166",1,-8,-117.127166,34.21392,CA,San Bernardino,92402
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92403
"34.14856,-117.26298",1,-8,-117.26298,34.14856,CA,San Bernardino,92404
"34.141659,-117.29722",1,-8,-117.29722,34.141659,CA,San Bernardino,92405
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92406
"34.198189,-117.35826",1,-8,-117.35826,34.198189,CA,San Bernardino,92407
"34.080662,-117.27357",1,-8,-117.27357,34.080662,CA,San Bernardino,92408
"34.106965,-117.2975",1,-8,-117.2975,34.106965,CA,San Bernardino,92410
"34.12051,-117.3176",1,-8,-117.3176,34.12051,CA,San Bernardino,92411
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92412
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92413
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92414
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92415
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92416
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92418
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92420
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92423
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,San Bernardino,92424
"34.262243,-116.861506",1,-8,-116.861506,34.262243,CA,San Bernardino,92427
"33.991181,-117.37074",1,-8,-117.37074,33.991181,CA,Riverside,92501
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92502
"33.91355,-117.46052",1,-8,-117.46052,33.91355,CA,Riverside,92503
"33.926315,-117.40937",1,-8,-117.40937,33.926315,CA,Riverside,92504
"33.921765,-117.48812",1,-8,-117.48812,33.921765,CA,Riverside,92505
"33.943615,-117.37239",1,-8,-117.37239,33.943615,CA,Riverside,92506
"33.978965,-117.33646",1,-8,-117.33646,33.978965,CA,Riverside,92507
"33.890313,-117.32122",1,-8,-117.32122,33.890313,CA,Riverside,92508
"33.998751,-117.44695",1,-8,-117.44695,33.998751,CA,Riverside,92509
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92513
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92514
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92515
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92516
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92517
"33.891084,-117.2726",1,-8,-117.2726,33.891084,CA,March Air Force Base,92518
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92519
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92521
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Riverside,92522
"33.675893,-117.34946",1,-8,-117.34946,33.675893,CA,Lake Elsinore,92530
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Lake Elsinore,92531
"33.696543,-117.3247",1,-8,-117.3247,33.696543,CA,Lake Elsinore,92532
"33.485978,-116.82004",1,-8,-116.82004,33.485978,CA,Aguanga,92536
"33.55055,-116.67362",1,-8,-116.67362,33.55055,CA,Anza,92539
"33.73542,-116.97401",1,-8,-116.97401,33.73542,CA,Hemet,92543
"33.708843,-116.90948",1,-8,-116.90948,33.708843,CA,Hemet,92544
"33.736743,-117.0217",1,-8,-117.0217,33.736743,CA,Hemet,92545
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Hemet,92546
"33.749656,-117.11706",1,-8,-117.11706,33.749656,CA,Homeland,92548
"33.750795,-116.72562",1,-8,-116.72562,33.750795,CA,Idyllwild,92549
"33.889035,-117.22046",1,-8,-117.22046,33.889035,CA,Moreno Valley,92551
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Moreno Valley,92552
"33.923243,-117.24211",1,-8,-117.24211,33.923243,CA,Moreno Valley,92553
"33.521993,-115.915905",1,-8,-115.915905,33.521993,CA,Moreno Valley,92554
"33.922823,-117.16837",1,-8,-117.16837,33.922823,CA,Moreno Valley,92555
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Moreno Valley,92556
"33.957957,-117.24833",1,-8,-117.24833,33.957957,CA,Moreno Valley,92557
"33.632049,-116.55878",1,-8,-116.55878,33.632049,CA,Mountain Center,92561
"33.568617,-117.25264",1,-8,-117.25264,33.568617,CA,Murrieta,92562
"33.571185,-117.15362",1,-8,-117.15362,33.571185,CA,Murrieta,92563
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Murrieta,92564
"33.819818,-117.11778",1,-8,-117.11778,33.819818,CA,Nuevo,92567
"33.784051,-117.29812",1,-8,-117.29812,33.784051,CA,Perris,92570
"33.822068,-117.21514",1,-8,-117.21514,33.822068,CA,Perris,92571
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Perris,92572
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,San Jacinto,92581
"33.796153,-117.00046",1,-8,-117.00046,33.796153,CA,San Jacinto,92582
"33.788491,-116.95125",1,-8,-116.95125,33.788491,CA,San Jacinto,92583
"33.66035,-117.18987",1,-8,-117.18987,33.66035,CA,Menifee,92584
"33.742936,-117.17432",1,-8,-117.17432,33.742936,CA,Sun City,92585
"33.70602,-117.1974",1,-8,-117.1974,33.70602,CA,Sun City,92586
"33.692876,-117.25038",1,-8,-117.25038,33.692876,CA,Sun City,92587
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Temecula,92589
"33.479467,-117.20933",1,-8,-117.20933,33.479467,CA,Temecula,92590
"33.52775,-117.12056",1,-8,-117.12056,33.52775,CA,Temecula,92591
"33.495343,-117.07657",1,-8,-117.07657,33.495343,CA,Temecula,92592
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Temecula,92593
"33.614385,-117.2608",1,-8,-117.2608,33.614385,CA,Wildomar,92595
"33.653216,-117.07986",1,-8,-117.07986,33.653216,CA,Winchester,92596
"33.752886,-116.055617",1,-8,-116.055617,33.752886,CA,Perris,92599
"33.73297,-117.76932",1,-8,-117.76932,33.73297,CA,Irvine,92602
"33.648871,-117.764637",1,-8,-117.764637,33.648871,CA,Irvine,92603
"33.68762,-117.78852",1,-8,-117.78852,33.68762,CA,Irvine,92604
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Huntington Beach,92605
"33.695576,-117.80588",1,-8,-117.80588,33.695576,CA,Irvine,92606
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Laguna Niguel,92607
"33.685479,-117.6669",1,-8,-117.6669,33.685479,CA,Foothill Ranch,92610
"33.650813,-117.81771",1,-8,-117.81771,33.650813,CA,Irvine,92612
"33.680408,-117.82592",1,-8,-117.82592,33.680408,CA,Irvine,92614
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Huntington Beach,92615
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Irvine,92616
"33.659639,-117.73948",1,-8,-117.73948,33.659639,CA,Irvine,92618
"33.66985,-117.765939",1,-8,-117.765939,33.66985,CA,Irvine,92619
"33.714889,-117.7633",1,-8,-117.7633,33.714889,CA,Irvine,92620
"33.686519,-117.830788",1,-8,-117.830788,33.686519,CA,Irvine,92623
"33.460727,-117.66467",1,-8,-117.66467,33.460727,CA,Capistrano Beach,92624
"33.600172,-117.86823",1,-8,-117.86823,33.600172,CA,Corona Del Mar,92625
"33.677224,-117.90863",1,-8,-117.90863,33.677224,CA,Costa Mesa,92626
"33.647028,-117.91506",1,-8,-117.91506,33.647028,CA,Costa Mesa,92627
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Costa Mesa,92628
"33.475302,-117.70327",1,-8,-117.70327,33.475302,CA,Dana Point,92629
"33.640223,-117.69108",1,-8,-117.69108,33.640223,CA,Lake Forest,92630
"33.573176,-117.698173",1,-8,-117.698173,33.573176,CA,Laguna Hills,92635
"33.666269,-117.9693",1,-8,-117.9693,33.666269,CA,Huntington Beach,92646
"33.725167,-118.00509",1,-8,-118.00509,33.725167,CA,Huntington Beach,92647
"33.673468,-118.00243",1,-8,-118.00243,33.673468,CA,Huntington Beach,92648
"33.720017,-118.04614",1,-8,-118.04614,33.720017,CA,Huntington Beach,92649
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,East Irvine,92650
"33.535325,-117.77192",1,-8,-117.77192,33.535325,CA,Laguna Beach,92651
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Laguna Beach,92652
"33.602823,-117.71295",1,-8,-117.71295,33.602823,CA,Laguna Hills,92653
"33.601673,-117.716885",1,-8,-117.716885,33.601673,CA,Laguna Hills,92654
"33.745166,-117.98569",1,-8,-117.98569,33.745166,CA,Midway City,92655
"33.581533,-117.72474",1,-8,-117.72474,33.581533,CA,Aliso Viejo,92656
"33.610717,-117.8325",1,-8,-117.8325,33.610717,CA,Newport Coast,92657
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Newport Beach,92658
"33.611198,-117.886731",1,-8,-117.886731,33.611198,CA,Newport Beach,92659
"33.634821,-117.87453",1,-8,-117.87453,33.634821,CA,Newport Beach,92660
"33.601822,-117.89966",1,-8,-117.89966,33.601822,CA,Newport Beach,92661
"33.606271,-117.89243",1,-7,-117.89243,33.606271,CA,Newport Beach,92662
"33.619221,-117.93087",1,-8,-117.93087,33.619221,CA,Newport Beach,92663
"33.870714,-117.879342",1,-8,-117.879342,33.870714,CA,Placentia,92670
"33.427078,-117.61401",1,-8,-117.61401,33.427078,CA,San Clemente,92672
"33.462927,-117.62414",1,-8,-117.62414,33.462927,CA,San Clemente,92673
"33.438428,-117.623131",1,-8,-117.623131,33.438428,CA,San Clemente,92674
"33.500843,-117.65866",1,-8,-117.65866,33.500843,CA,San Juan Capistrano,92675
"33.743168,-117.63563",1,-8,-117.63563,33.743168,CA,Silverado,92676
"33.531938,-117.7025",1,-8,-117.7025,33.531938,CA,Laguna Niguel,92677
"33.673979,-117.59457",1,-8,-117.59457,33.673979,CA,Trabuco Canyon,92678
"33.639227,-117.58518",1,-8,-117.58518,33.639227,CA,Trabuco Canyon,92679
"33.792124,-117.993561",1,-8,-117.993561,33.792124,CA,Garden Grove,92680
"33.751418,-117.99392",1,-8,-117.99392,33.751418,CA,Westminster,92683
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Westminster,92684
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Westminster,92685
"33.639994,-117.60351",1,-8,-117.60351,33.639994,CA,Rancho Santa Margarita,92688
"33.640302,-117.769442",1,-8,-117.769442,33.640302,CA,Mission Viejo,92690
"33.611272,-117.66681",1,-8,-117.66681,33.611272,CA,Mission Viejo,92691
"33.615462,-117.64093",1,-8,-117.64093,33.615462,CA,Mission Viejo,92692
